Height,Chest,Waist,Hips,Skin,Eyes,Suit,Shoes,
181,84,60,90,黄色,棕色,,,
165,81,61,89,黄色,黑色,,,
170,85,55,85,白色,黑色,,37,
170,86,60,89,黄色,黑色,41,37,
185,85,65,89,黄色,黑色,41,42,
166,82,60,84,黄色,黑色,33,37,
172,81,58,81,白色,褐色,,38,
173,84,60,84,黄色,黑色,38,37,
173,87,59,88,黄色,黑色,41,39,
176,86,62,90,黄色,黑色,38,37,
170,83,61,88,黄色,黑色,42,37,
170,82,63,91,黄色,黑色,90,38,
171,85,63,88,黄色,深啡,40,36,
176,84,60,88,黄色,黑色,39,38,
170,83,60,88,黄色,黑色,38,37,
169,84,61,86,黄色,黑色,38,37,
166,82,62,85,黄色,深啡,40,37,
169,84,61,86,黄色,黑色,38,37,
168,80,62,80,黄色,黑色,32,37,
170,88,63,91,黄色,黑色,40,37,
171,88,64,91,黄色,黑色,39,38,
170,88,65,90,黄色,黑色,38,37,
175,83,62,90,黄色,棕色,41.5,39,
177,82,61,89,黄色,黑色,42,39,
174,85,64,88,黄色,棕色,92,39,
170,86,62,87,白色,黑色,38,38,
167,34,19,21,白色,深啡,38,35,
174,84,60,87,黄色,黑色,38,37,
178,82,64,88,黄色,黑色,42,39,
183,96,74,90,黄色,黑色,47,41,
183,98,75,96,黄色,黑色,42,42,
170,83,60,88,黄色,黑色,37,37,
168,82,62,88,黄色,黑色,37,37,
183,96,73,96,黄色,黑色,58,43,
165,83,60,85,黄色,黑色,37,36,
170,84,50,86,黄色,黑色,38,36,
168,83,65,90,白色,棕色,37,37,
170,75,60,65,黄色,黑色,40,39,
170,82,60,86,黄色,黑色,37,8,
188,101,72,93,黄色,黑色,53,43,
176,83,63,86,白色,棕色,44,39,
177,86,62,90,黄色,黑色,37,39,
176,84,59,89,黄色,黑色,39,39,
173,82,62,85,黄色,黑色,37,37,
178,86,59,88,黄色,黑色,37,38,
172,78,60,83,白色,浅啡,36,37,
173,82,60,88,黄色,黑色,37,38,
170,85,60,88,黄色,黑色,37,37,
170,84,60,86,黄色,黑色,37,37,
173,84,61,89,黄色,黑色,37,38,
174,85,63,90,黄色,黑色,37,39,
175,86,62,89,黄色,黑色,38,38,
172,84,64,88,黄色,黑色,38,38,
168,83,60,88,黄色,黑色,38,37,
171,86,62,85,黄色,黑色,38,38,
180,85,62,90,黄色,黑色,38,38,
166,82,60,89,黄色,黑色,36,37,
175,84,62,89,黄色,黑色,37,38,
185,98,75,94,黄色,黑色,45,42,
168,84,66,89,黄色,黑色,38,37,
170,84,63,90,黄色,黑色,37,38,
168,83,60,86,黄色,黑色,31,36,
176,84,60,86,黄色,黑色,40,38,
188,102,75,96,黄色,黑色,52,44,
185,10,75,95,黄色,黑色,45,43,
166,84,60,86,黄色,黑色,38,36,
178,88,78,90,黄色,黑色,48,42,
183,98,78,92,黄色,黑色,48,43,
186,102,76,96,黄色,黑色,46,43,
186,100,76,98,黄色,黑色,45,44,
182,96,79,94,黄色,黑色,47,43,
170,89,74,90,黄色,黑色,21,39,
184,95,76,98,黄色,浅啡,49,42,
176,85,60,89,黄色,黑色,41,39,
175,82,63,90,黄色,黑色,41,38,
168,86,58,88,白色,棕色,37,37,
136,50,50,60,黄色,黑色,30,34,
171,85,55,92,黄色,黑色,40,37,
175,93,65,92,黄色,黑色,39,39,
164,83,60,87,白色,黑色,60,36,
172,83,60,88,黄色,黑色,41,38,
165,84,60,87,黄色,黑色,41,37,
176,88,60,90,黄色,黑色,38,37,
172,87,21,87,黄色,黑色,45,39,
178,105,70,95,黄色,黑色,55,43,
186,102,78,97,黄色,黑色,45,43,
180,86,60,90,黄色,黑色,43,39,
173,80,64,86,黄色,黑色,41,37,
185,93,73,98,黄色,黑色,42,44,
170,86,59,88,黄色,黑色,38,38,
175,89,60,91,黄色,黑色,42,39,
176,84,63,90,黄色,黑色,38,39,
176,86,62,89,黄色,黑色,38,39,
178,85,62,90,黄色,黑色,37,38,
176,85,63,91,黄色,黑色,40,39,
168,84,58,8790,黄色,黑色,90,39,
178,84,60,89,黄色,黑色,42,40,
183,98,76,96,黄色,黑色,44,43,
186,98,78,94,黄色,黑色,45,44,
165,88,68,88,黄色,黑色,38,36,
166,84,58,86,黄色,黑色,37,38,
165,73,65,80,黄色,黑色,38,38,
170,80,60,83,黄色,黑色,38,36,
180,98,85,93,黄色,黑色,40,42,
170,84,60,89,黄色,黑色,38,37,
174,83,68,86,黄色,黑色,38,39,
175,86,60,90,黄色,黑色,38,39,
172,85,65,89,黄色,黑色,37,39,
179,89,63,90,黄色,黑色,37,39,
181,98,75,93,黄色,黑色,45,43,
177,86,60,90,黄色,黑色,37,38,
166,79,59,85,黄色,黑色,37,37,
172,85,41,87,黄色,黑色,39,38,
164,81,60,83,黄色,黑色,38,36,
188,104,76,86,黄色,黑色,45,43,
165,82,62,85,黄色,黑色,39,38,
169,82,64,89,黄色,黑色,39,39,
170,85,58,86,黄色,黑色,37,36,
166,86,64,88,黄色,黑色,38,38,
154,45,40,62,黄色,黑色,25,36,
168,86,62,87,黄色,棕色,38,38,
178,90,61,90,白色,深啡,43,39,
185,100,76,96,黄色,黑色,39,44,
177,84,62,90,黄色,棕色,43,39,
186,102,76,98,黄色,黑色,40,42,
165,85,61,90,黄色,黑色,43,37,
175,85,62,89,黄色,黑色,42,39,
168,86,63,88,黄色,黑色,39,36,
175,86,63,89,黄色,黑色,40,39,
168,82,60,86,黄色,黑色,39,36,
175,84,65,90,黄色,黑色,41,39,
185,93,73,98,黄色,黑色,46,44,
188,104,80,97,黄色,黑色,52,44,
168,84,60,88,黄色,黑色,40,38,
180,100,80,94,黄色,黑色,51,43,
184,100,74,93,黄色,黑色,47,43,
178,100,79,96,黄色,黑色,43,41,
174,98,78,95,黄色,黑色,41,39,
180,98,72,82,黄色,黑色,42,42,
180,96,84,104,黄色,黑色,45,42,
175,88,62,92,黄色,黑色,40,38,
180,80,70,90,黄色,黑色,40,43,
175,34,24,36,黄色,黑色,70,38,
185,100,77,98,黄色,黑色,53,43,
170,88,62,89,黄色,黑色,40,36,
175,83,60,88,黄色,黑色,40,39,
165,86,60,86,黄色,黑色,37,37,
178,87,62,90,黄色,黑色,41,39,
180,84,60,89,黄色,黑色,42,38,
170,84,60,88,黄色,黑色,42,39,
168,89,60,87,黄色,黑色,42,39,
172,82,60,86,黄色,黑色,40,37,
173,87,60,88,黄色,黑色,42,39,
176,85,63,92,黄色,棕色,43,40,
174,86,62,90,黄色,黑色,40,38,
172,80,62,83,黄色,黑色,40,37,
176,84,60,88,黄色,黑色,42,38,
179,88,60,89,黄色,黑色,41,37,
175,89,74,88,黄色,黑色,43,41,
189,98,78,95,黄色,黑色,46,44,
170,79,63,88,黄色,黑色,39,38,
183,98,75,94,黄色,黑色,43,43,
176,87,61,89,白色,黑色,42,39,
175,88,61,88,黄色,黑色,38,39,
176,84,62,89,黄色,黑色,39,38,
175,85,61,88,黄色,黑色,38,38,
178,84,62,93,黄色,黑色,38,49,
176,85,62,90,黄色,黑色,40,39,
180,95,85,90,黄色,黑色,45,43,
186,101,76,94,黄色,黑色,43,44,
176,85,80,84,黄色,黑色,43,38,
190,107,75,90,黄色,黑色,57,44,
187,102,75,95,黄色,黑色,45,44,
168,80,65,90,黄色,黑色,41,37,
168,85,65,86,黄色,褐色,38,36,
178,87,76,88,黄色,黑色,43,42,
185,93,75,97,黄色,黑色,43,44,
171,89,63,89,黄色,黑色,39,38,
173,86,60,90,黄色,黑色,38,37,
175,84,62,89,黄色,黑色,37,39,
178,85,63,90,黄色,黑色,42,39,
166,80,60,89,黄色,黑色,40,37,
180,94,75,88,黄色,黑色,46,43,
178,85,62,90,黄色,黑色,40,39,
175,85,61,88,黄色,黑色,42,37,
170,80,63,85,黄色,黑色,41,38,
181,96,76,85,黄色,黑色,46,42,
165,84,62,86,黄色,黑色,38,36,
170,84,56,89,黄色,黑色,37,36,
174,85,63,90,黄色,黑色,39,37,
166,86,61,87,黄色,黑色,40,36,
164,38,24,36,白色,黑色,37,9,
173,83,59,84,黄色,黑色,39,37,
174,86,62,90,黄色,黑色,38,38,
170,87,61,89,黄色,黑色,40,37,
172,90,64,90,黄色,黑色,40,38,
168,85,63,87,黄色,黑色,38,37,
170,85,62,85,黄色,黑色,38,37,
185,102,76,92,黄色,黑色,43,42,
169,83,60,86,黄色,黑色,38,36,
173,84,63,89,黄色,黑色,43,39,
173,85,76,83,黄色,黑色,38,38,
170,85,69,89,黄色,黑色,45,38,
167,89,61,89,黄色,黑色,38,36,
165,85,61,83,黄色,黑色,38,38,
170,83,60,90,黄色,黑色,38,37,
165,85,62,83,黄色,黑色,38,38,
167,82,62,86,黄色,黑色,38,37,
165,85,65,83,黄色,黑色,38,37,
166,85,62,86,黄色,黑色,38,37,
179,80,58,88,黄色,黑色,42,38,
172,84,60,86,黄色,黑色,38,37,
176,84,60,88,黄色,黑色,40,38,
166,82,62,85,黄色,黑色,38,35,
172,86,65,83,黄色,黑色,38,38,
164,85,68,83,黄色,黑色,38,36,
165,80,54,84,黄色,棕色,38,36,
175,82,62,90,黄色,黑色,38,38,
169,85,68,83,黄色,黑色,38,38,
166,85,63,90,黄色,黑色,38,36,
170,85,63,83,黄色,黑色,38,37,
168,85,63,83,黄色,黑色,37,37,
165,84,59,91,黄色,黑色,38,37,
163,80,63,83,黄色,深啡,36,37,
163,81,59,83,黄色,黑色,38,38,
189,103,88,98,黄色,黑色,45,44,
165,84,60,90,黄色,黑色,37,36,
180,101,75,99,黄色,黑色,43,42,
172,88,63,90,黄色,褐色,38,38,
168,87,60,88,黄色,黑色,38,37,
167,78,58,88,黄色,黑色,41,37,
168,83,60,87,黄色,黑色,37,35,
168,85,67,90,黄色,黑色,38,37,
170,80,60,83,黄色,黑色,37,36,
167,84,62,88,黄色,黑色,37,37,
176,95,76,90,黄色,黑色,44,42,
165,84,60,88,黄色,黑色,38,37,
176,84,60,90,黄色,黑色,39,39,
165,82,61,86,黑色,黑色,37,37,
169,82,60,90,黄色,黑色,39,38,
168,87,65,92,黄色,黑色,38,37,
166,85,63,83,黄色,黑色,37,37,
175,86,65,89,黄色,黑色,37,36,
165,86,65,88,黄色,黑色,38,37,
164,82,60,87,黄色,黑色,36,36,
165,80,65,88,黄色,黑色,38,36,
165,76,58,78,黄色,黑色,38,36,
174,90,80,85,黄色,黑色,43,41,
160,76,60,80,黄色,黑色,38,36,
165,82,62,86,黄色,黑色,38,36,
175,82,62,89,黄色,黑色,41,39,
166,85,62,88,黄色,黑色,37,37,
172,85,62,87,黄色,黑色,37,35,
162,82,60,84,黄色,黑色,36,34,
176,85,60,90,黄色,黑色,40,38,
175,80,59,86,黄色,黑色,40,38,
175,83,60,88,黄色,黑色,41,39,
178,89,98,47,黄色,黑色,47,41,
174,85,65,88,黄色,黑色,40,38,
168,84,60,86,黄色,深啡,39,37,
178,84,60,90,黄色,黑色,41,39,
178,88,62,89,黄色,黑色,42,37,
105,22,23,23,黄色,黑色,33,27,
175,80,63,83,黄色,黑色,40,38,
163,76,56,82,黄色,黑色,35,36,
176,84,61,90,黄色,深啡,40,37,
183,88,78,90,黄色,黑色,45,40,
176,86,62,88,黄色,黑色,40,38,
175,85,62,88,黄色,黑色,40,37,
176,88,60,90,黄色,黑色,42,39,
176,87,64,90,黄色,黑色,40,39,
170,80,63,88,黄色,黑色,42,37,
176,88,59,91,黄色,黑色,70,37,
170,84,58,88,黄色,黑色,43,39,
168,80,26,90,黄色,黑色,38,39,
176,90,68,91,黄色,黑色,40,38,
176,88,65,90,黄色,黑色,40,38,
175,86,64,89,黄色,黑色,42,39,
167,83,60,86,黄色,黑色,37.5,38,
179,88,61,89,黄色,黑色,41,39,
175,84,60,87,黄色,黑色,39,37,
180,95,85,90,黄色,黑色,45,43,
185,102,78,94,黄色,黑色,50,44,
179,85,62,90,黄色,黑色,41,39,
164,83,60,88,黄色,黑色,36,37,
170,82,62,88,黄色,黑色,42,36,
178,86,63,89,黄色,黑色,40,39,
171,86,60,89,黄色,黑色,38,38,
185,100,76,98,黄色,褐色,50,44,
176,85,60,90,黄色,黑色,41,39,
169,84,61,87,黄色,黑色,39,38,
183,85,64,93,黄色,黑色,39,39,
170,82,62,89,黄色,黑色,38,37,
175,82,60,90,黄色,黑色,39,39,
172,85,64,90,黄色,黑色,38,38,
174,85,61,89,黄色,黑色,42,38,
170,86,63,89,黄色,黑色,38,36,
175,84,61,89,黄色,黑色,40,39,
180,101,75,96,黄色,黑色,46,41,
172,87,66,90,黄色,黑色,38,38,
171,90,60,96,黄色,褐色,45,38,
173,86,60,90,黄色,黑色,39,39,
174,83,60,86,黄色,黑色,38,37,
178,86,64,90,黄色,黑色,96,39,
185,100,78,95,黄色,黑色,52,44,
190,107,80,95,黄色,黑色,54,44,
173,86,60,88,黄色,黑色,40,38,
170,84,61,89,黄色,黑色,37,37,
177,86,62,90,黄色,黑色,41,38,
173,83,63,85,黄色,黑色,38,37,
176,82,61,89,黄色,黑色,38,38,
173,90,62,89,黄色,黑色,38,38,
174,82,60,88,白色,蓝色,47,38,
183,93,70,91,黄色,黑色,44,43,
176,88,64,89,黄色,黑色,39,38,
164,84,61,88,黄色,黑色,37,37,
165,80,64,88,黄色,黑色,39,36,
165,82,60,88,白色,褐色,50,36,
174,87,63,86,黄色,黑色,37,38,
165,84,61,89,黄色,黑色,37,37,
169,85,58,86,黄色,黑色,37,37,
178,88,60,90,黄色,黑色,40,42,
167,84,60,86,黄色,黑色,37,37,
164,85,63,85,黄色,黑色,37,37,
170,84,58,85,黄色,黑色,37,37,
114,40,38,45,黄色,黑色,20,29,
170,86,60,88,黄色,棕色,39,38,
172,84,61,88,黄色,黑色,39,38,
170,84,60,86,黄色,黑色,39,37,
170,85,62,89,黄色,褐色,41,38,
170,85,58,83,黄色,浅啡,44,36,
163,80,62,85,黄色,棕色,35,38,
174,76,59,90,黄色,黑色,21,39,
173,86,63,90,黄色,黑色,39,37,
176,88,61,90,黄色,黑色,40,38,
175,82,64,89,黄色,黑色,39,39.4,
175,84,60,86,黄色,黑色,39,37,
175,85,64,90,黄色,黑色,38,37,
175,83,60,90,黄色,黑色,39,39,
174,86,60,90,白色,黑色,22,39,
185,97,70,96,黄色,黑色,46,44,
177,85,60,87,黄色,黑色,39,37,
176,82,60,90,黄色,黑色,39,37,
175,84,60,86,黄色,黑色,39,38,
175,85,64,90,黄色,黑色,39,39,
179,86,60,89,黄色,黑色,39,37,
177,85,60,89,黄色,黑色,40,39,
170,82,62,87,黄色,褐色,39,38,
187,88,73,93,黄色,黑色,53,43,
163,83,56,82,黄色,黑色,57,36,
168,80,60,87,黄色,褐色,37,37,
165,85,62,87,黄色,黑色,,36,
164,87,63,88,黄色,黑色,39,36,
175,83,57,89,黄色,黑色,42,38,
186,100,75,95,黄色,黑色,50,43,
163,86,58,86,黄色,褐色,80,34,
170,87,56,88,黄色,黑色,40,37,
173,86,67,96,黄色,黑色,38,39,
176,34,27,36,黄色,黑色,,40,
175,86,61,89,黄色,黑色,43,39,
168,85,60,90,黄色,黑色,30,37,
176,85,69,90,黄色,褐色,40,40,
170,82,65,92,黄色,黑色,37,39,
169,85,60,87,黄色,黑色,40,37,
172,76,56,80,黄色,黑色,40,36,
160,32,23,24,白色,褐色,38,36,
172,82,60,80,黑色,黑色,40,38,
174,82,68,92,黄色,黑色,40,39,
177,82,61,88,黄色,黑色,43,38,
172,81,71,91,黄色,黑色,45,39,
165,82,59,87,黄色,黑色,41,37.5,
171,85,63,88,黄色,黑色,80,39,
175,87,66,92,黄色,黑色,38,38,
172,88,62,90,黄色,黑色,75,38,
178,85,63,90,黄色,黑色,40,39,
170,34,26,34,黄色,黑色,39,38,
170,85,64,86,黄色,黑色,40,37,
169,60,65,80,黄色,黑色,50,37,
165,88,60,93,黄色,黑色,40,34,
172,86,63,89,黄色,褐色,24,38,
186,102,93,96,黄色,黑色,51,43,
167,83,63,87,黄色,黑色,39,36,
177,84,61,91,黄色,深啡,42,39,
165,84,60,85,黄色,黑色,,36,
180,90,83,95,黄色,黑色,44,42,
164,84,60,85,黄色,黑色,37,37,
163,84,60,85,黄色,黑色,37,37,
172,85,60,86,黄色,黑色,37,40,
168,84,60,88,白色,黑色,38,37,
170,84,60,84,白色,黑色,10,35,
179,85,59,89,黄色,黑色,43,,
175,83,60,88,黄色,黑色,40,38,
176,83,60,89,黄色,棕色,43,39,
179,85,60,89,黄色,黑色,41,39,
173,86,66,90,黄色,黑色,40,39,
161,84,62,85,白色,深啡,35,36,
175,85,62,90,黄色,褐色,36.5,37,
177,86,62,90,黄色,黑色,40,39,
170,84,70,97,黄色,褐色,41,37,
175,84,60,89,黄色,黑色,38,39,
176,86,62,91,黄色,黑色,,39,
178,85,60,90,黄色,黑色,,39,
174,85,62,89,白色,黑色,35,37,
175,83,62,88,黄色,黑色,38,39,
175,85,63,90,黄色,黑色,40,39,
172,86,60,89,白色,褐色,42,37,
165,80,62,85,黄色,黑色,,37,
182,112,115,102,黄色,黑色,94,41,
179,84,60,90,白色,黑色,42,39,
168,82,60,87,黄色,黑色,38,38,
174,85,60,90,黄色,黑色,37,38,
1.83,24,98,106,黄色,黑色,48,44,
175,84,60,88,黄色,黑色,39,38,
177,83,60,88,黄色,黑色,40,39,
174,85,68,89,黄色,黑色,38,38,
175,84,60,88,黄色,黑色,39,39,
173,90,62,90,黄色,黑色,38,38,
172,84,61,88,黄色,黑色,39,39,
172,83,60,87,黄色,黑色,38,38,
173,85,60,87,黄色,黑色,39,37,
177,83,61,90,黄色,黑色,39,40,
172,83,60,90,黄色,黑色,40,37,
177,84,62,89,黄色,黑色,39,39,
168,85,60,89,黄色,黑色,40,39,
185,102,76,96,黄色,黑色,46,44,
185,97,75,93,黄色,黑色,45,43,
166,85,66,84,黄色,黑色,40,37,
182,93,78,92,黄色,黑色,19,42,
168,34,26,36,黄色,黑色,40,37,
168,88,62,88,黄色,黑色,39,37,
173,89,71,88,白色,黑色,39,39,
176,84,63,89,黄色,黑色,,39,
176,84,61,90,黄色,黑色,38,39,
175,86,63,91,黄色,黑色,39,39,
175,84,60,89,黄色,黑色,39,39,
175,80,61,85,黄色,黑色,40,38,
173,89,60,92,黄色,黑色,40,38,
176,86,60,88,黄色,黑色,41,39,
170,84,62,90,黄色,黑色,38,37,
177,83,62,89,黄色,黑色,42,39,
167,85,60,88,黄色,黑色,38,37,
186,105,78,99,黄色,黑色,52,44,
176,86,61,91,黄色,黑色,40,38,
165,84,62,88,黄色,黑色,30,36,
175,85,61,89,黄色,黑色,39,39,
176,86,63,90,黄色,黑色,39,39,
185,100,77,97,黄色,黑色,50,43,
175,86,60,90,黄色,褐色,36,38,
182,91,78,91,黄色,黑色,85,42,
163,37,32,44,黄色,黑色,37,37,
174,81,65,95,黄色,黑色,39,39,
172,85,62,88,黄色,黑色,38,38,
175,86,62,89,黄色,黑色,38,38,
170,85,62,91,黄色,黑色,41,38,
163,87,56,88,黄色,黑色,40,36,
178,88,65,89,黄色,黑色,42,40,
175,80,60,80,黄色,黑色,75,38,
170,80,60,90,黄色,棕色,40,37,
186,99,76,96,黄色,黑色,50,43,
168,80,58,86,黄色,棕色,37,36.5,
173,83,60,88,黄色,深啡,,37,
176,88,61,89,黄色,黑色,,38,
176,87,63,90,黄色,黑色,,39,
178,92,62,90,黄色,黑色,35,39,
177,84,62,89,黄色,黑色,39,39,
176,83,60,89,黄色,黑色,,37,
172,84,60,89,黄色,黑色,,37,
165,92,68,89,黄色,黑色,,38,
170,84,62,90,黄色,黑色,,37,
173,86,62,88,黄色,黑色,,37,
175,90,63,90,黄色,黑色,,38,
175,89,64,91,黄色,黑色,,38,
168,86,62,89,黄色,黑色,40,38,
175,84,62,89,黄色,黑色,40,38,
177,85,60,90,黄色,黑色,39,37,
170,83,61,88,黄色,黑色,,38,
165,84,60,86,黄色,黑色,35,35,
169,83,61,88,黄色,褐色,35,38,
175,88,61,88,黄色,黑色,,36,
173,85,62,89,黄色,黑色,,37,
176,85,60,89,黄色,黑色,42,39,
168,86,62,90,黄色,黑色,84,36,
179,80,63,89,黄色,黑色,43,39,
180,102,72,95,黄色,黑色,48,42,
174,85,60,88,黄色,黑色,39,9,
170,82,62,86,黄色,褐色,37,39,
175,87,58,88,黄色,黑色,,39,
175,84,57,87,黄色,黑色,,37,
165,89,64,8,黄色,黑色,40,37,
173,83,60,88,黄色,黑色,,39,
170,84,60,87,黄色,黑色,39,37,
167,84,62,88,黄色,黑色,,37,
170,82,62,85,黄色,黑色,39,37,
175,85,66,87,黄色,黑色,,39,
176,85,62,91,黄色,黑色,,38,
176,86,62,90,黄色,黑色,,39,
183,92,73,90,黄色,黑色,48,44,
185,98,72,92,黄色,黑色,49,43,
187,103,78,97,黄色,黑色,,42,
170,86,65,93,黄色,黑色,,38,
177,86,60,86,黄色,黑色,,39,
183,98,78,95,黄色,黑色,,42,
175,85,62,90,黄色,黑色,,38,
182,94,78,92,黄色,黑色,,42,
180,95,75,95,黄色,黑色,,43,
180,95,80,100,黄色,黑色,45,43,
170,83,64,84,黄色,黑色,,37,
168,86,63,88,白色,黑色,42,37,
169,85,62,89,黄色,褐色,39,38,
173,86,65,86,白色,褐色,55,37,
178,86,61,89,黄色,黑色,40,39,
176,86,60,89,黄色,黑色,,39,
174,92,64,91,黄色,黑色,45,38,
177,86,62,90,黄色,黑色,,39,
175,83,60,88,黄色,黑色,,37,
178,86,58,83,黄色,黑色,43,40,
175,84,61,90,黄色,黑色,,38,
175,88,60,90,黄色,黑色,,39,
172,86,62,87,黄色,黑色,,38,
184,100,80,99,黄色,黑色,,43,
178,93,75,92,黄色,黑色,46,42,
174,84,60,88,黄色,黑色,43,39,
178,86,65,91,黄色,黑色,39,39,
168,80,60,80,黄色,黑色,1.6,37,
187,100,78,96,黄色,黑色,,44,
185,99,75,96,黄色,黑色,,44,
176,88,60,90,黄色,黑色,,38,
165,90,68,90,黄色,黑色,,37,
175,85,65,90,黄色,黑色,,39,
174,85,67,90,黄色,黑色,,37,
170,86,60,86,黄色,黑色,,37,
175,64,60,88,黄色,黑色,,37,
168,84,62,86,黄色,黑色,35,36,
168,82,60,88,白色,黑色,,36,
170,84,62,90,黄色,黑色,,38,
173,88,60,90,黄色,黑色,37,37,
170,83,60,89,黄色,黑色,40,37,
168,90,62,91,白色,黑色,19,36,
170,88,58,88,白色,黑色,21,36,
176,86,64,90,黄色,黑色,,40,
177,85,60,88,黄色,黑色,40,38,
173,88,64,90,黄色,黑色,,40,
172,85,64,90,黄色,黑色,,38,
175,84,65,88,黄色,黑色,38,39,
172,80,62,86,黄色,黑色,35,37,
173,82,60,87,黄色,黑色,,37,
176,88,66,87,黄色,黑色,,39,
171,84,64,90,黄色,黑色,,,
186,103,78,94,黄色,黑色,,43,
170,89,61,90,黄色,黑色,,37,
173,84,60,87,黄色,黑色,1,37,
170,83,62,90,黄色,黑色,37,37,
173,84,62,88,黄色,黑色,,38,
171,84,64,87,黄色,黑色,,37,
168,83,60,85,黄色,棕色,38,37,
175,85,62,88,黄色,黑色,,38,
175,87,61,88,黄色,黑色,,39,
185,99,79,98,黄色,棕色,,42,
175,86,62,88,黄色,黑色,,38,
177,80,60,75,黄色,黑色,40,42,
177,83,64,89,黄色,黑色,,39,
170,88,62,86,黄色,黑色,,35,
170,84,64,88,黄色,黑色,,38,
187,97,82,100,黄色,黑色,,44,
185,97,78,96,黄色,黑色,,44,
167,84,61,86,黄色,黑色,40,36,
174,84,65,89,白色,灰色,34,38,
176,96,57,87,黄色,深啡,40,37,
170,90,50,92,黑色,黑色,56,37,
166,88,63,86,黄色,黑色,39,36,
173,88,63,89,黄色,黑色,1,39,
175,84,60,88,黄色,黑色,39,39,
166,88,65,86,白色,黑色,35,37,
165,78,60,86,黄色,黑色,39,36,
175,84,63,91,黄色,黑色,40,39,
177,84,62,89,黄色,黑色,39,39,
177,84,59,87,黄色,黑色,39,39,
178,80,59,87,黄色,黑色,41,40,
180,85,62,90,黄色,黑色,39,40,
174,86,62,94,黄色,黑色,38,37,
175,84,62,88,黄色,黑色,,38,
175,84,59,86,黄色,黑色,,38,
170,81,59,88,黄色,黑色,37,37,
168,84,60,90,黄色,黑色,,37,
176,87,61,89,黄色,黑色,,37,
165,84,60,88,黄色,黑色,38,35,
175,88,63,55,黄色,黑色,,37,
176,84,62,89,黄色,黑色,39,39,
174,85,60,88,黄色,黑色,,36,
170,84,64,89,黄色,黑色,,38,
178,88,60,90,黄色,黑色,43,39,
175,84,60,89,黄色,黑色,40,38,
175,84,60,90,黄色,黑色,40,38,
160,90,62,92,黄色,黑色,,38,
172,85,60,89,黄色,黑色,,38,
177,89,65,90,黄色,黑色,40,39,
177,85,61,89,黄色,黑色,,39,
172,84,64,89,黄色,黑色,,38,
174,84,62,89,黄色,黑色,,37,
173,83,59,88,黄色,黑色,38,39,
173,84,63,88,黄色,黑色,,38,
173,85,62,88,黄色,黑色,,37,
175,88,63,88,黄色,黑色,,37,
175,92,63,91,黄色,黑色,,39,
168,80,60,85,黄色,黑色,,38,
175,86,60,89,黄色,黑色,,39,
175,88,65,92,黄色,黑色,,38,
172,90,62,88,黄色,黑色,,36,
170,86,62,90,黄色,黑色,,37,
175,87,61,89,黄色,黑色,,39,
170,84,60,89,黄色,黑色,,37,
178,85,62,92,黄色,黑色,,39,
180,84,60,87,黄色,黑色,42,39,
173,84,61,89,黄色,黑色,,37,
173,80,65,90,黄色,棕色,52,37,
110,56,48,58,黄色,黑色,,27,
176,88,65,90,黄色,黑色,,39,
182,94,76,93,黄色,黑色,,42,
188,95,83,97,黄色,黑色,49,44,
169,84,67,88,黄色,黑色,,38,
177,83,60,89,黄色,黑色,,39,
172,85,64,88,黄色,深啡,39,38,
172,83,61,88,黄色,黑色,,38,
190,102,75,95,黄色,黑色,,44,
168,84,56,88,黄色,黑色,,36,
187,105,75,95,黄色,黑色,,43,
186,99,76,96,黄色,黑色,,43,
185,102,78,96,黄色,黑色,,43,
166,83,60,85,黄色,黑色,,37,
107,50,45,59,黄色,黑色,16,27,
176,85,60,90,黄色,黑色,,39,
175,85,60,88,黄色,黑色,41,37,
182,95,73,92,黄色,黑色,,43,
175,85,60,90,黄色,黑色,,39,
172,85,61,88,黄色,黑色,,38,
177,83,60,89,黄色,黑色,,39,
170,83,62,89,黄色,黑色,,38,
170,84,60,88,黄色,黑色,,37,
162,78,62,83,黄色,黑色,,37,
170,83,59,86,黄色,黑色,,37,
171,83,60,86,黄色,黑色,,38,
175,86,63,89,黄色,黑色,,39,
175,89,57,90,黄色,黑色,,37,
162,90,62,92,黄色,褐色,38,35,
173,85,60,89,黄色,黑色,,37,
169,84,63,89,黄色,黑色,,38,
175,83,65,88,黄色,黑色,41,38,
176,84,62,88,黄色,黑色,39,39,
175,88,63,92,黄色,黑色,,39,
175,85,62,90,黄色,黑色,39,38,
185,97,82,95,黄色,黑色,,43,
185,100,75,94,黄色,黑色,,43,
175,85,62,89,黄色,黑色,,38,
175,84,62,90,黄色,黑色,,39,
187,98,76,96,黄色,黑色,49,44,
178,86,60,88,黄色,黑色,42,39,
183,92,83,85,黄色,黑色,,43,
176,84,62,89,黄色,黑色,,39,
178,84,62,90,黄色,黑色,42,39,
188,96,76,94,黄色,黑色,,44,
176,86,62,90,黄色,黑色,,39,
175,83,60,88,黄色,黑色,,37,
179,85,65,95,黄色,黑色,,40,
179,88,65,93,黄色,黑色,,39,
185,103,78,96,黄色,黑色,46,43,
175,80,62,88,黄色,黑色,,38,
177,85,61,86,黄色,黑色,,39,
163,79,59,86,黄色,黑色,,36,
175,86,63,90,黄色,黑色,,39,
186,100,75,95,黄色,黑色,,43,
165,85,60,89,黄色,黑色,38,37,
165,85,65,85,黄色,黑色,37,37,
