Height,Chest,Waist,Hips,Skin,Eyes,Suit,Shoes,
175,85,62,89,黄色,黑色,,38,
170,78,60,86,黄色,黑色,,36,
176,86,65,88,黄色,黑色,,39,
172,86,67,89,黄色,黑色,40,38,
166,83,64,89,黄色,黑色,,37,
161,83,60,90,黄色,棕色,36,36,
175,80,60,90,黄色,黑色,,38,
185,92,75,98,黄色,黑色,,43,
173,84,60,90,黄色,黑色,,37,
178,84,61,89,黄色,黑色,,37,
185,90,76,95,黄色,黑色,44,260,
172,86,64,90,黄色,黑色,,37,
172,86,63,90,黄色,黑色,,38,
173,86,60,90,黄色,黑色,37,37,
170,70,61,88,黄色,黑色,,37,
167,78,62,88,黄色,黑色,39,37,
173,85,62,90,黄色,黑色,39,38,
173,83,60,90,黄色,黑色,39,37,
170,88,63,90,黄色,黑色,39,38,
165,86,62,86,黄色,黑色,39,37,
173,88,67,92,黄色,黑色,39,39,
175,85,62,90,黄色,黑色,38,39,
128,61,58,62,黄色,褐色,38,30,
170,85,60,88,黄色,黑色,39,38,
178,80,59,87,黄色,黑色,39,40,
167,80,64,85,黄色,黑色,45,37,
165,80,68,90,黄色,黑色,33,37,
172,62,86,92,黄色,黑色,95,37,
176,90,62,90,黄色,黑色,39,39,
187,98,74,95,黄色,黑色,43,44,
176,88,64,91,黄色,黑色,40,39,
166,87,62,88,黄色,黑色,38,38,
165,88,65,87,黄色,黑色,34,36,
168,76,60,86,黄色,黑色,40.5,38,
181,92,70,85,黄色,黑色,48,41,
173,84,60,89,黄色,黑色,,38,
170,80,60,88,黄色,黑色,43.5,38,
164,87,54,88,白色,黑色,32,37,
175,89,64,90,黄色,黑色,28,38,
166,80,62,82,黄色,黑色,35,37,
178,86,60,89,黄色,黑色,,,
173,86,60,87,黄色,黑色,,38,
175,86,63,90,黄色,黑色,,38,
165,80,62,91,黄色,黑色,,37,
174,87,60,88,黄色,黑色,45,39,
175,86,63,88,黄色,黑色,,38,
168,85,64,86,白色,黑色,44,38,
177,84,62,90,黄色,黑色,39,39,
172,83,64,88,黄色,黑色,,38,
172,84,66,90,黄色,黑色,,38,
172,82,60,90,黄色,黑色,,38,
175,88,67,93,黄色,褐色,38,39,
165,88,60,88,黄色,黑色,,37,
169,84,60,89,黄色,黑色,,38,
175,83,62,89,黄色,黑色,,38,
175,83,62,88,黄色,黑色,,39,
178,64,60,90,黄色,黑色,,39,
178,97,70,96,黄色,黑色,50,43,
170,87,62,88,白色,黑色,40,39,
170,80,60,85,黄色,黑色,40,37,
164,85,60,89,黄色,黑色,,35,
175,86,62,90,黄色,黑色,,39,
183,89,74,91,黄色,黑色,50,41,
175,86,64,90,黄色,黑色,40,38,
168,80,58,82,黄色,褐色,43,37,
178,85,62,90,黄色,黑色,40,39,
175,88,60,90,黄色,黑色,39,39,
165,80,65,79,白色,褐色,43,36,
178,86,60,92,黄色,黑色,,37,
173,86,61,89,黄色,黑色,,37,
172,86,69,95,黄色,深啡,39,38,
170,84,60,90,黄色,黑色,39,38,
173,87,63,90,黄色,黑色,39,38,
182,100,75,95,黄色,黑色,51,42,
175,82,58,86,黄色,黑色,38,37,
172,80,58,82,黄色,黑色,40,39,
170,80,65,86,黄色,黑色,45,39,
173,88,62,90,黄色,黑色,,38,
170,86,65,90,黄色,黑色,,39,
170,85,63,89,黄色,黑色,39,37,
175,84,61,86,黄色,黑色,,37,
165,84,58,86,黄色,褐色,38,36,
178,83,60,88,黄色,黑色,45,40,
170,85,65,90,黄色,黑色,,,
168,84,66,90,黄色,棕色,39,36,
168,83,60,92,黄色,棕色,,37,
168,84,61,89,黄色,黑色,,,
171,90,60,85,黄色,黑色,40,40,
175,83,61,90,白色,深啡,45,40,
172,84,62,89,黄色,黑色,44,38,
173,36,27,38,黄色,黑色,40,38,
169,83,66,88,黄色,黑色,34,37,
173,84,63,90,黄色,黑色,,39,
172,82,68,89,黄色,黑色,40,38,
173,86,70,90,黄色,黑色,,39,
185,95,75,80,黄色,棕色,44,43,
170,83,60,88,黄色,黑色,37,37,
175,89,60,90,黄色,黑色,40,38,
173,80,60,88,黄色,黑色,38,39,
183,95,80,95,黄色,黑色,52,44,
173,88,61,89,黄色,黑色,40,38,
163,83,63,87,白色,棕色,37,36,
170,83,57,82,黄色,褐色,36,36,
161,82,68,93,黄色,黑色,37,38,
168,84,62,88,黄色,黑色,37,37,
170,84,57,88,黄色,黑色,37,36,
179,80,62,80,黄色,黑色,50,42,
170,88,66,86,黄色,黑色,41,38,
167,85,90,88,黄色,黑色,24,36,
165,85,60,89,黄色,黑色,41,38,
181,93,73,94,黄色,黑色,53,43,
172,84,61,90,黄色,黑色,43,38,
176,84,60,87,黄色,黑色,40,38,
177,89,64,90,黄色,黑色,40,39,
167,83,62,88,黄色,黑色,39,37,
175,82,60,88,黄色,黑色,38,38,
171,82,60,90,黄色,褐色,42,40,
175,87,62,90,黄色,黑色,40,39,
168,86,36,89,黄色,深啡,46,38,
175,85,65,90,黄色,黑色,,39,
175,85,60,89,黄色,黑色,40,38,
173,86,63,86,黄色,黑色,38,36,
167,82,60,84,黄色,棕色,41,37,
168,84,60,86,黄色,黑色,39,39,
174,75,90,72,黄色,黑色,38,39,
169,85,62,90,黄色,黑色,39,37,
174,84,63,89,黄色,黑色,41,39,
172,86,63,89,黄色,黑色,42,37,
178,92,76,90,黄色,黑色,,39,
183,88,73,87,黄色,黑色,43,42,
172,85,60,89,黄色,黑色,37,38,
175,88,69,90,黄色,黑色,39,40,
170,83,60,87,黄色,黑色,38,36,
174,82,65,90,黄色,黑色,44,37,
161,88,65,87,白色,棕色,32,34,
176,84,64,90,黄色,黑色,42,40,
170,85,61,90,黄色,黑色,40,37,
180,105,86,98,白色,黑色,48,42,
165,82,59,87,黄色,黑色,41,37.5,
180,100,96,100,黄色,黑色,42,41,
170,82,62,88,黄色,黑色,36,38,
175,90,85,85,白色,黑色,50,37,
172,84,91,94,黄色,黑色,97,38,
165,88,60,89,黄色,黑色,37,37,
172,85,69,93,黄色,黑色,40,40,
170,84,61,89,黄色,黑色,39,37,
162,84,61,89,黄色,黑色,37,37,
170,85,56,86,黄色,黑色,38,38,
170,80,60,87,黄色,黑色,38,38,
175,84,60,90,黄色,黑色,38,38,
169,85,25,65,黄色,黑色,20,39,
188,91,75,92,黄色,黑色,53,43,
171,84,62,88,黄色,黑色,,38,
177,84,61,88,黄色,黑色,40,38,
185,85,67,94,黄色,黑色,41,39,
176,85,60,88,黄色,黑色,41,38,
170,86,62,88,黄色,黑色,41,39,
178,94,74,95,黄色,褐色,39,43,
168,82,58,88,黄色,褐色,34,36,
186,100,76,96,黄色,黑色,50,43,
170,85,63,89,黄色,黑色,40,38,
186,110,80,98,黄色,黑色,55,45,
175,88,63,89,黄色,黑色,40,38,
175,84,74,88,黄色,黑色,41,39,
187,103,78,100,黄色,黑色,54,43,
183,98,77,96,黄色,黑色,45,43,
187,102,75,97,黄色,黑色,50,43,
170,80,58,84,黄色,黑色,38,36,
176,91,72,88,黄色,黑色,44,42,
176,88,63,88,黄色,黑色,38,37,
100,75,75,75,黄色,深啡,33,14,
170,85,62,90,黄色,褐色,38,39,
168,84,60,86,黄色,黑色,38,37,
162,84,64,87,黄色,黑色,38,36,
176,86,63,90,黄色,黑色,40,40,
171,86,62,89,黄色,黑色,40,39,
172,84,60,89,黄色,黑色,38,37,
167,86,63,88,白色,棕色,38,37,
170,86,70,86,黄色,黑色,39,38,
180,97,75,95,黄色,黑色,43,41,
170,80,65,68,黄色,黑色,36,37,
179,85,62,93,黄色,褐色,38,39,
175,82,63,87,黄色,黑色,42,38,
168,86,60,88,黄色,黑色,39,37,
186,102,73,94,黄色,黑色,50,43,
185,102,76,96,黄色,黑色,46,43,
180,86,62,91,黄色,黑色,43,39,
176,84,60,88,黄色,黑色,41,39,
170,85,57,89,黄色,黑色,38,38,
172,80,64,89,黄色,浅啡,38,39,
170,80,56,82,黄色,黑色,38,38,
168,87,66,89,黄色,黑色,39,38,
170,84,61,92,黄色,黑色,37,38,
168,36,24,43,黄色,深啡,32,38,
178,85,64,93,黄色,黑色,41,39,
170,89,62,89,黄色,黑色,39,37,
174,85,62,95,白色,深啡,40,39,
175,84,63,90,黄色,黑色,38,39,
182,98,75,92,黄色,黑色,51,43,
174,87,65,89,黄色,黑色,38,38,
170,84,60,86,黄色,黑色,37,37,
171,85,63,86,黄色,黑色,39,39,
174,62,86,90,黄色,黑色,90,38,
175,85,60,90,黄色,黑色,39,38,
174,85,60,90,黄色,黑色,38,38,
183,98,75,97,黄色,黑色,50,42,
170,82,67,86,黄色,黑色,,38,
167,85,60,80,黄色,黑色,,37,
140,66,60,66,黄色,黑色,32,22.5,
125,55,48,55,白色,黑色,32,34,
119,50,40,50,白色,藍色,,,
100,50,40,50,白色,棕色,45,43,
110,50,45,40,白色,棕色,,29,
100,22,22,22,黄色,黑色,,,
158,84,61,85,黄色,黑色,38,34,
185,40,32,39,黄色,黑色,20,42,
170,86,60,88,黄色,黑色,39,38,
192,99,78,99,黄色,褐色,45,45,
171,34,24,36,黄色,黑色,,,
178,93,78,94,黄色,黑色,49,41,
168,84,60,90,白色,黑色,38,38,
170,82,62,86,黄色,黑色,,37,
164,81,60,83,黄色,黑色,,,
171,84,59,98,黄色,黑色,40,38,
173,84,62,89,黄色,黑色,,,
178,83,60,88,黄色,褐色,43,39,
186,101,78,99,黄色,黑色,52,44,
172,83,58,86,黄色,黑色,39,36,
189,101,82,99,黄色,褐色,51,44,
178,86,61,90,黄色,黑色,,39,
186,96,77,93,黄色,褐色,51,43,
174,86,61,88,黄色,棕色,,38,
186,99,76,94,黄色,黑色,47,45,
173,83,61,89,黄色,褐色,,,
170,85,59,89,黄色,藍色,,,
174,88,65,93,黄色,褐色,,,
192,99,79,102,黄色,黑色,51,45,
170,82,60,88,黄色,黑色,,39,
181,87,64,90,黄色,棕色,,39,
174,83,61,91,黄色,深啡,,39,
178,86,64,92,黄色,褐色,,40,
181,91,65,93,黄色,淺啡,,40,
183,99,82,94,黄色,棕色,43,41,
183,99,82,101,黄色,棕色,45,43,
174,85,61,90,黄色,深啡,,38,
178,89,66,91,黄色,藍色,,,
178,87,61,90,黑色,灰色,,,
162,79,59,82,黄色,棕色,,,
189,101,77,94,黑色,灰色,45,43,
178,81,62,88,黄色,棕色,,39,
174,85,62,90,黄色,綠色,,40,
173,81,64,89,黄色,淺啡,,,
174,83,61,89,黄色,藍色,,38,
174,84,60,90,黄色,藍色,,39,
174,86,61,88,黄色,藍色,,,
189,103,87,101,黄色,黑色,46,42,
174,82,58,88,黄色,藍色,,,
170,79,61,89,黄色,藍色,,,
181,86,62,91,黄色,褐色,,38,
178,83,62,88,黄色,褐色,,39,
183,106,86,101,黄色,黑色,51,43,
186,101,82,100,黄色,黑色,51,44,
174,83,63,89,黄色,褐色,,,
174,88,63,90,黄色,褐色,,,
174,85,58,88,黄色,藍色,,38,
174,82,60,89,黄色,棕色,,,
173,82,58,88,黄色,棕色,,,
174,85,60,90,黄色,棕色,,,
174,86,61,91,黄色,棕色,,,
173,86,61,89,黄色,藍色,,,
174,83,59,89,黄色,棕色,,,
174,85,63,90,黄色,棕色,,,
178,85,63,90,黄色,棕色,,,
174,82,61,88,黄色,藍色,,,
178,84,66,94,黄色,棕色,,,
183,99,80,95,黄色,黑色,47,43,
174,84,63,90,黄色,藍色,,,
174,85,66,93,黄色,藍色,,,
165,81,60,84,黄色,褐色,,,
181,98,79,100,黄色,棕色,51,43,
189,105,84,95,黄色,棕色,47,43,
183,94,76,91,黄色,棕色,47,43,
186,101,82,98,黄色,棕色,47,43,
189,102,81,99,黄色,棕色,47,43,
186,102,82,99,黄色,棕色,47,43,
192,100,88,102,黄色,黑色,51,44,
183,95,77,99,黄色,棕色,51,44,
174,105,74,89,黄色,褐色,51,44,
183,100,81,95,黄色,棕色,51,44,
174,88,64,91,黄色,棕色,,,
173,83,59,90,黄色,棕色,,,
183,100,80,99,黄色,棕色,51,44,
183,102,76,92,黄色,灰色,47,43,
186,95,76,95,黄色,黑色,51,44,
174,82,60,87,黄色,黑色,,,
174,86,62,90,黄色,藍色,,,
173,79,59,87,黄色,褐色,,,
174,85,62,86,黄色,褐色,,,
170,84,63,91,黄色,褐色,,,
186,100,84,98,黄色,褐色,51,44,
173,80,61,89,黄色,藍色,,,
174,82,61,87,黄色,黑色,,,
174,82,62,89,黄色,褐色,,,
174,86,66,92,黄色,褐色,,,
174,87,62,94,黄色,褐色,,,
178,80,60,87,黄色,黑色,,,
174,87,62,90,黄色,褐色,,,
174,82,64,87,黄色,褐色,,,
174,84,60,88,黄色,棕色,,,
186,91,76,91,黄色,棕色,51,44,
189,100,81,94,黄色,棕色,51,44,
183,103,81,97,黄色,黑色,51,44,
178,81,61,92,黄色,棕色,,,
181,83,62,89,黄色,棕色,,,
181,82,63,94,黄色,綠色,,,
181,83,63,92,黄色,棕色,,,
170,86,64,91,黄色,棕色,,,
178,82,62,85,黄色,棕色,,,
174,86,61,89,黄色,棕色,,,
173,84,61,88,黄色,藍色,,,
174,81,57,89,黄色,棕色,,,
174,86,62,90,黄色,藍色,,,
170,84,58,87,黄色,黑色,,,
173,88,64,91,黄色,棕色,,,
178,83,62,89,黄色,黑色,,,
183,101,82,98,黄色,棕色,51,42,
178,84,61,90,黄色,棕色,,,
183,101,81,96,黄色,棕色,51,44,
192,99,85,94,黄色,棕色,51,44,
178,84,61,90,黄色,棕色,,,
173,88,64,89,黄色,褐色,,,
178,84,61,89,黄色,棕色,,,
186,89,74,89,黄色,黑色,51,44,
178,86,60,89,黄色,棕色,,,
174,79,59,86,黄色,棕色,,,
174,79,59,86,黄色,棕色,,,
173,85,60,85,黄色,藍色,,,
174,85,60,91,黄色,綠色,,,
181,84,60,89,黄色,棕色,,,
174,84,60,88,黄色,棕色,,,
174,84,60,88,黄色,棕色,,,
178,86,62,90,黄色,棕色,,,
174,82,65,88,黄色,棕色,,38,
178,88,63,92,黄色,棕色,,40,
174,81,62,91,黄色,藍色,,38,
170,84,60,85,黄色,綠色,,38,
174,85,64,89,黄色,棕色,,39,
174,85,59,89,黄色,棕色,,38,
181,81,61,93,黄色,棕色,,40,
174,81,62,92,黄色,棕色,,38,
170,83,60,89,黄色,藍色,,37,
174,78,64,91,黄色,棕色,,38,
186,103,84,100,黄色,棕色,51,43,
183,102,80,96,黄色,棕色,51,44,
186,103,82,103,黄色,棕色,51,44,
183,100,76,92,黄色,棕色,51,44,
189,97,79,80,黄色,棕色,51,44,
189,97,79,99,黄色,棕色,51,44,
183,96,78,96,黄色,棕色,51,44,
178,84,64,92,黄色,棕色,,,
170,85,64,92,黄色,棕色,,,
173,86,64,91,黄色,棕色,,,
178,84,65,91,黄色,黑色,,,
178,79,59,89,黄色,棕色,,,
173,83,62,92,黄色,棕色,,,
173,86,59,88,黄色,黑色,,,
173,90,70,80,黄色,棕色,,,
174,88,76,80,黄色,棕色,,,
170,87,60,92,黄色,棕色,,38,
189,102,74,96,黄色,棕色,51,45,
181,84,60,90,黄色,棕色,,40,
170,90,66,91,黄色,藍色,,40,
165,86,68,92,黄色,棕色,,38,
174,79,60,88,黄色,棕色,,,
183,102,82,104,黄色,棕色,51,44,
174,84,62,91,黄色,棕色,,,
186,101,80,100,黄色,褐色,51,44,
173,85,62,90,黄色,棕色,,,
186,97,78,100,黄色,黑色,46,44,
183,97,79,98,黄色,深啡,46,40,
189,97,79,94,黄色,黑色,45,43,
174,87,65,92,黄色,深啡,,,
173,78,60,90,黄色,淺啡,,,
174,84,61,89,黄色,藍色,,,
170,76,58,88,黄色,藍色,,,
181,84,60,89,黄色,綠色,,,
181,90,63,90,黄色,棕色,,,
174,84,60,90,黄色,棕色,,39,
165,86,57,85,黄色,深啡,,36,
174,84,62,87,黄色,藍色,,39,
173,84,60,86,黄色,棕色,,39,
170,82,60,89,黄色,棕色,,38,
178,91,79,98,黄色,棕色,51,43,
162,80,59,87,黄色,黑色,,35,
173,88,62,91,黄色,褐色,,38,
170,82,60,86,黄色,褐色,,38,
174,86,62,90,黄色,褐色,,39,
183,99,82,95,黄色,褐色,51,43,
186,104,81,95,黄色,褐色,46,44,
181,98,82,76,黄色,黑色,51,43,
174,86,68,89,黄色,褐色,,,
175,86,61,88,白色,褐色,,39,
171,84,61,88,白色,蓝色,,37,
175,85,60,90,白色,棕色,38,,
175,84,60,90,黄色,黑色,38,,
177,83,60,91,白色,黑色,38,,
179,86,60,91,黄色,褐色,39,,
186,98,80,96,黄色,黑色,50,44,
189,100,80,98,黄色,黑色,52,44,
184,98,80,95,黄色,黑色,51,44,
190,100,80,98,黑色,黑色,52,45,
179,88,64,91,白色,蓝色,,40,
174,84,62,88,黄色,蓝色,,39,
186,103,82,95,白色,棕色,51,45,
174,84,60,87,白色,褐色,,37,
168,81,60,85,白色,黑色,,37,
168,80,59,87,白色,棕色,,34,
184,103,84,97,白色,棕色,51,43,
173,83,60,88,白色,棕色,,38,
177,86,64,92,白色,棕色,,40,
184,98,80,97,白色,深啡,,43,
172,80,60,90,白色,褐色,,38,
176,84,61,87,白色,褐色,51,39,
177,83,61,90,白色,褐色,,40,
174,85,61,89,白色,棕色,,38,
183,101,79,97,白色,褐色,51,43,
172,85,61,90,白色,棕色,,38,
173,82,62,88,白色,棕色,,40,
181,106,82,98,白色,褐色,51,45,
187,97,76,97,白色,棕色,51,45,
173,79,60,90,白色,褐色,,38,
170,80,65,91,白色,棕色,,38,
187,100,81,96,黄色,蓝色,51,43,
181,85,61,88,白色,棕色,,38,
183,97,78,91,白色,浅啡,51,45,
173,89,62,86,白色,棕色,,38,
187,39,29,39,白色,黑色,45,44,
189,100,82,96,白色,黑色,51,44,
185,94,82,94,白色,黑色,51,44,
185,37,27,37,白色,蓝色,46,47,
187,40,31,38,白色,蓝色,51,45,
186,97,73,91,白色,蓝色,51,44,
184,99,80,95,白色,褐色,45,42,
184,97,79,95,白色,蓝色,46,43,
182,102,81,97,白色,褐色,46,43,
182,98,80,97,白色,蓝色,46,43,
177,99,76,94,白色,褐色,46,41,
187,98,80,94,白色,棕色,46,44,
186,99,76,98,白色,棕色,46,42,
185,94,81,99,白色,棕色,46,42,
185,40,32,39,白色,蓝色,51,45,
188,38,30,37,白色,蓝色,50,49,
182,40,33,38,白色,蓝色,46,45,
184,37,31,37,白色,蓝色,46,42,
184,102,79,97,白色,棕色,46,44,
184,39,39,38,白色,绿色,123,44,
178,33,24,35,白色,蓝色,,39,
157,82,61,85,白色,棕色,,36,
176,33,25,35,白色,绿色,,38,
163,83,61,87,白色,褐色,,38,
162,82,60,87,白色,褐色,,37,
175,84,60,86,白色,黑色,,37,
176,84,60,89,白色,褐色,,36,
175,83,60,86,白色,黑色,,39,
172,77,61,86,白色,褐色,,39,
178,32,24,35,白色,蓝色,,40,
175,86,59,88,白色,褐色,,38,
171,84,60,92,白色,黑色,,38,
177,87,60,90,白色,褐色,,39,
165,82,61,88,白色,褐色,,37,
178,33,24,35,白色,蓝色,,40,
174,84,62,90,白色,褐色,,39,
173,82,63,90,白色,褐色,,39,
174,32,24,35,白色,蓝色,,40,
177,32,23,35,白色,蓝色,,39,
176,33,24,36,白色,绿色,,39,
179,32,24,35,白色,蓝色,,40,
179,35,25,35,白色,绿色,,40,
178,34,25,34,白色,褐色,,38,
175,33,24,36,白色,蓝色,,40,
170,32,25,34,白色,绿色,,39,
170,87,62,89,白色,褐色,,39,
173,86,63,90,白色,蓝色,,39,
168,80,61,91,白色,褐色,,37,
174,84,60,89,白色,褐色,,39,
174,85,63,91,白色,褐色,,39,
170,84,63,90,白色,褐色,,38,
166,87,61,89,白色,褐色,,37,
175,35,25,36,白色,褐色,,39,
186,40,32,38,白色,褐色,46,43,
183,38,30,37,白色,褐色,46,43,
185,40,33,41,白色,褐色,46,40,
177,83,61,92,白色,黑色,,39,
175,80,59,84,白色,褐色,,35,
179,81,61,90,白色,褐色,,35,
176,85,60,89,白色,褐色,,38,
175,84,61,89,白色,褐色,,38,
179,86,64,91,白色,褐色,,36,
179,86,60,90,黑色,褐色,,35,
177,81,61,89,白色,褐色,,35,
175,86,63,91,白色,褐色,,38,
173,86,64,90,白色,褐色,,39,
169,82,60,85,白色,蓝色,,37,
183,91,65,91,白色,褐色,,40,
177,84,62,90,白色,褐色,,39,
177,81,64,90,白色,褐色,,39,
177,86,60,89,白色,褐色,,41,
183,99,77,95,白色,褐色,46,44,
185,102,87,99,白色,褐色,46,44,
188,96,74,90,白色,褐色,46,43,
185,103,84,100,白色,褐色,46,43,
184,102,84,100,白色,蓝色,46,45,
187,89,76,99,白色,褐色,46,42,
172,85,61,89,白色,褐色,,37,
176,85,63,87,白色,褐色,,38,
179,84,63,94,白色,绿色,,40,
177,80,50,87,白色,褐色,,39,
170,87,68,92,白色,蓝色,,38,
177,81,60,92,白色,褐色,,40,
177,81,58,87,白色,绿色,,39,
176,87,66,92,白色,绿色,,38,
172,79,59,91,白色,褐色,,38,
177,86,62,90,白色,绿色,,40,
176,79,58,91,白色,绿色,,40,
173,89,65,92,白色,褐色,,40,
179,84,64,92,白色,褐色,,40,
177,84,62,92,白色,褐色,,38,
173,82,59,89,白色,褐色,,38,
173,85,61,93,白色,蓝色,,38,
173,89,65,92,白色,褐色,,40,
174,84,61,90,白色,褐色,,39,
176,85,61,90,白色,绿色,,38,
179,82,61,90,白色,褐色,,38,
186,99,84,95,白色,褐色,51,43,
186,96,72,92,白色,褐色,45,43,
183,91,71,89,白色,黑色,51,43,
186,101,81,96,白色,棕色,46,44,
178,81,62,90,白色,褐色,,,
178,84,60,90,白色,褐色,,,
181,84,61,87,白色,褐色,,40,
174,81,61,89,白色,褐色,,,
174,87,65,90,白色,褐色,,,
178,84,60,90,白色,褐色,,,
165,80,60,85,黄色,褐色,,,
178,81,59,88,白色,褐色,,,
186,94,76,96,白色,褐色,,,
186,104,78,100,白色,褐色,51,43,
186,99,79,99,白色,褐色,51,43,
186,97,82,92,白色,褐色,51,43,
173,81,60,83,白色,褐色,,,
173,81,59,87,白色,褐色,,,
181,81,61,86,白色,褐色,,,
178,81,61,86,白色,褐色,,,
174,78,58,86,白色,褐色,,,
181,85,64,91,白色,褐色,,,
178,84,61,89,白色,褐色,,,
174,81,58,86,白色,褐色,,,
178,83,61,89,白色,藍色,,,
173,81,61,86,白色,藍色,,,
178,86,61,89,白色,藍色,,,
178,86,63,91,白色,藍色,,,
174,83,61,89,白色,藍色,,,
174,83,61,89,白色,藍色,,,
178,90,80,95,黑色,黑色,51,43,
189,102,81,102,黄色,褐色,51,44,
189,99,77,94,白色,黑色,51,43,
178,84,63,89,白色,綠色,,,
173,82,61,86,黄色,黑色,,,
178,89,61,92,白色,黑色,,,
186,100,78,99,黄色,深啡,51,44,
174,82,60,88,黄色,深啡,,39,
186,94,77,98,黄色,深啡,51,45,
178,86,66,87,白色,藍色,,,
174,86,63,92,黄色,深啡,,,
170,86,60,90,黄色,深啡,,38,
189,97,79,94,黄色,深啡,51,43,
174,82,61,90,黄色,深啡,,39,
189,104,81,103,黄色,黑色,,46,
178,81,59,87,黄色,深啡,,38,
173,86,61,90,黄色,棕色,,,
178,81,59,87,黄色,深啡,,,
178,88,62,90,黄色,深啡,,,
178,84,61,89,黄色,藍色,,,
178,84,61,91,黄色,棕色,,,
189,104,81,103,黄色,黑色,,,
174,84,61,87,黄色,綠色,,,
186,99,81,101,白色,黑色,51,43,
174,88,60,88,黄色,棕色,,,
170,81,62,88,黄色,棕色,,,
170,81,59,84,黄色,藍色,,,
181,84,62,87,黑色,棕色,,,
178,81,61,89,黄色,棕色,,,
173,81,58,87,黄色,黑色,,,
186,104,78,100,黄色,黑色,47,43,
162,85,65,89,黄色,黑色,,,
174,81,61,89,黄色,棕色,,,
178,89,61,89,黄色,藍色,,,
183,101,81,95,黄色,黑色,51,43,
174,81,61,89,黄色,藍色,,,
174,84,59,87,黄色,棕色,,,
178,86,66,91,黄色,黑色,,,
173,83,61,86,黄色,棕色,,,
178,85,64,90,黄色,褐色,,,
174,89,64,89,黄色,褐色,,,
173,82,60,90,黄色,藍色,,,
174,83,60,88,黄色,藍色,,,
174,82,61,88,黄色,藍色,,,
174,83,63,89,黄色,褐色,,,
170,82,60,87,黄色,藍色,,,
186,100,80,96,黄色,褐色,51,44,
178,89,64,91,黄色,藍色,,,
173,86,61,89,黄色,褐色,,,
183,97,76,94,黄色,褐色,,,
174,84,61,88,黄色,藍色,,,
181,84,64,90,黄色,棕色,,,
186,101,77,95,黄色,黑色,,,
174,87,61,88,黄色,藍色,,,
174,84,62,89,黄色,棕色,,,
174,83,61,90,黄色,棕色,,,
174,84,61,92,黄色,淺啡,,,
178,84,59,89,黄色,褐色,,,
173,87,61,89,黄色,淺啡,,,
174,81,64,90,黄色,棕色,,,
174,83,65,89,黄色,藍色,,40,
174,83,63,87,黄色,淺啡,,37,
178,87,62,90,黄色,棕色,,39,
174,84,62,89,黄色,棕色,,40,
174,86,60,91,黄色,綠色,,39,
170,82,61,88,黄色,淺啡,,39,
181,84,64,90,黄色,棕色,,40,
181,99,82,97,白色,黑色,40,42,
173,86,59,89,白色,藍色,40,,
178,82,64,87,黄色,深啡,,39,
183,92,76,93,黄色,深啡,51,42,
174,86,58,88,黄色,棕色,,40,
178,84,64,90,黄色,黑色,,40,
170,82,60,85,黄色,棕色,,,
181,87,64,90,黄色,棕色,,,
183,83,64,92,黄色,棕色,,40,
178,82,65,89,黄色,棕色,,40,
174,90,62,88,黄色,棕色,,39,
174,85,61,90,黄色,深啡,,38,
170,34,24,36,黄色,深啡,,39,
174,87,64,92,黄色,淺啡,,40,
181,84,61,89,黄色,藍色,,,
178,82,64,61,黄色,綠色,,40,
174,87,61,89,黄色,淺啡,,,
181,87,64,92,黄色,綠色,,,
178,86,64,90,黄色,綠色,,40,
170,86,64,89,黄色,棕色,,39,
174,40,31,38,黄色,黑色,46,44,
173,83,64,90,黄色,藍色,,38,
181,85,65,89,黄色,棕色,,40,
174,83,61,90,黄色,棕色,,39,
178,41,33,39,黄色,棕色,,,
177,84,59,88,黄色,绿色,,39,
178,88,63,91,黄色,褐色,,40,
185,97,77,96,黄色,褐色,,43,
184,94,75,94,黄色,蓝色,,42,
188,94,78,93,黄色,蓝色,,44,
183,97,80,95,黄色,棕色,,43,
173,80,60,88,黄色,蓝色,,39,
173,80,60,88,黄色,蓝色,,39,
173,80,60,88,黄色,绿色,,39,
185,96,78,95,黄色,绿色,,44,
188,95,74,95,黄色,蓝色,,44,
187,92,71,91,黄色,绿色,,44,
175,90,60,90,黄色,绿色,,39,
176,84,61,90,黄色,蓝色,,38,
173,81,58,88,黄色,棕色,,38,
174,85,62,88,黄色,棕色,,39,
175,84,60,84,黄色,绿色,,39,
172,82,60,88,黄色,棕色,,38,
188,94,70,95,黄色,蓝色,,44,
189,93,72,90,黄色,绿色,,44,
188,96,75,94,黄色,绿色,,44,
187,96,79,99,黄色,蓝色,,44,
185,93,70,93,黄色,棕色,,43,
189,88,70,92,黄色,蓝色,,44,
185,96,78,91,黄色,蓝色,,44,
171,82,59,88,黄色,蓝色,,39,
167,84,61,85,黄色,黑色,,38,
168,83,61,83,黄色,黑色,,38,
170,84,61,84,黄色,黑色,,38,
165,83,60,83,黄色,黑色,,38,
168,82,61,83,黄色,黑色,,38,
165,84,60,83,黄色,黑色,,38,
168,84,61,83,黄色,黑色,,38,
167,82,60,83,黄色,黑色,,38,
170,84,61,85,黄色,黑色,,38,
174,85,61,86,黄色,黑色,,38,
160,82,60,83,黄色,黑色,,38,
171,85,61,84,黄色,黑色,,38,
165,83,61,82,黄色,黑色,,38,
167,84,62,83,黄色,黑色,,38,
167,83,61,83,黄色,黑色,,38,
163,82,60,83,黄色,黑色,,44,
163,82,61,82,黄色,黑色,,38,
